id,k,original_nodes,original_edges,original_girth,original_vertex_connectivity,original_edge_connectivity,result_nodes,result_girth,result_vertex_connectivity,result_edge_connectivity,has_articulation,girth_preserved,is_k_regular,hamiltonian,original_graph6,result_graph6
584,3,38,57,5,3,3,76,5,3,3,False,True,True,,esP@@GOD_??@?AAI??_CG??cGA_?????C??A?G?_??A???G???H???I????????@????W@???_????G????c???CA????CG????Q???@O???G??E??AC?@?,~?@K`_S?__O@?G?A?@?@@?GG?_?@??CS?AI??_??C??@?O?A?_??_???O???C????_???A????C?????O????CC???@????@?G??@?C???A?A???G?G???C?O????G@????C?G??????_?????@?????G@?????O?_????C?????????G????O?????????@???????G???????A???????A????????G???????C????????C????????CO???????AG???????A_????????S???????C@A???????GAO????????A?????????@??????????C??????????_????G?????G??????????G????_?????_??????????C??????????C???????????O??????G??AG??????@???OG??????A???GG??????@???CC????C?????GC?????_????C?_
585,3,38,57,5,3,3,76,5,3,3,False,True,True,,esP@@?OCO??@?A?A????@??G??_??_?G_?CE???_?C????@???E??_?????_???G????S???@_C_O??B?O??G??A?@?@O??OA?_??C??D??_??D?@?O??G?,~?@K`_S?__O@?G?A?@?@??G??_?@??C?_A@??O??G???_??C???A???@???@??_?G?O??_???@????CC???AA????S????I?????G????@???????????????_???????????@??????_??????_??@@?C????__@??????@???????C????C?A?????G?A???????A???????@???????@????????G?????????????????GG????????????????GC????A_??G?????S???_???C??@?O????G??A?O???????G@????????C?O???C??????O???_?????A???@????_?G???G???@??O???????C??????????A????????G????A?????@?????O????O?????C?????_?????G?????A??G??A?????@??C??@????@???C??C?????G???_??_
586,3,38,57,5,3,3,76,5,3,3,False,True,True,,esP@@GOD???@?A?E??G?@??g?????G??GH?C??????C_?`A??cC?G?Q?C?O???A@A???C?????????G????GA???K?????O??_?C_O???A?????`?@???O_,~?@K`_S?__O@?G?@?A??`?OG?_?@??CO?AG??_??C??@@??AA???_C??OG??O???A????A????C????O????G????A?????O??????@?????@?????C??????_????@??????C?????@??????@??????G??????A???????_??????C??????@C??????AG?????G?A?????C?@???????AO??????@A????????G????????O???O?????????C???C???C??????????O???G????O???C?????_???C????A????O????@????C???C?O???@????_A????G???????g??_??????@O?@????A???????????????O?C???A???????????????@??G??????O???C???????_???C????C?A????O????G?@????C????A????_?@????@????O??G
587,3,38,57,5,3,3,76,5,3,3,False,True,True,,esP@@?PC_??@?Q?i??_?G??GG?_??_??_??I???W??????@???A?C?A????G???D???@G???O??C?G_??C?GC?@?@????B??????????OB@?@??AA?A??A?,~?@K`_S?__O@?G?A?@?@??G??_C@?_CC?AA??_??C??@???A???A?A?@?@?@????G????`???@G???@?????_????A?????O??????S?????@????@O??????_??@??_???G?A?????@??????@?????C??????A?????_??_???C??C???????O???????_????C?A?????G?@????????C_???????o????G??@?????O??G????????D????????A_????????I????????@O?????_??????????O?@?????G???????????O??_????????@??????????C?????????@??????????@???????C???_??????A??@???????????O??????????G??????_????S?????C?????g?????????GAC?????????C@G???CO??????A????a??????@?
588,3,38,57,5,3,3,76,5,3,3,False,True,True,,esP@HOOD???@?A?Q??G?D?@G?????G??GI?C???_??C???G???Q????????G???A?G?@O????_???H????OG??G?C???CCO@???c???AO???_??H?DC????,~?@K`_S?__O@?G?AA@@@C?G_?O?A??AO?CG??a??CO??@???A???@???A????_???O????_???@?????O?????K???C?????AG????C?????C?????O?????C?????@??????G????AA?????CC????O?CO???G?AG?????AO??????W???@???????????@???C????????????_??????@????????C???????@????????@????????G????????A?????_???_????C???C????????@A????????AO????????A?????????@???????C?@?_??????_?GO?????????__????????@@????C????@?????A?????_?????_?????????????????g????_?????????????????H????O?????OG????_?????_A???????C??@A????????_??GG
589,3,38,57,5,3,3,76,5,3,3,False,True,True,,esP@@?OD???@@AAE??_?G??GA?_??g??o??I???G???_??A???Q?O?A????_???G????GA??@GA??CO????_????@?G???O???@?_????D?G??C@A?_??G?,~?@K`_c@@?CA?A?@?A??_?O??_?@??CG?AO??O??G???_A?C?O?A?G?@?C??O???A????_???@????@?????_????_?_??C?C???O?????_????A?????@??????@O???????@???@O????????G????O?_????G?G??????O??????@???????C???????G????@??C????A??G???????B???????@G???????AO???????E?????A??@?????C???_????????G????????@?????@???C_????A???K?????????C?????????G??????????O?????????A?????A????_?????C???@????@A????@?????c?????_?????A????_??????O???C??????C????O??????G????_???G???????A???C???????@?????@?????CO?????G?????a
590,3,38,57,5,3,3,76,5,3,3,False,True,True,,esP@@?OC???@?A?A????@??G?C_??_??_??H??A_?CD@?_?A?`?@??O?_?A?AA???CO?????C?A???W?_??g????_?_???G@???@????G??_???B?G???D?,~?@K`_c@@?CA?A?@?A??_?O??_?@??C??A???_??C??@???A???A???@???@????G????_???@????C????A?????_????C????@?????A?????A??O??@??_??@?@????G?G????_?A???@??C???C?@????A??_???????????A???G???????????_??@???G???G???C???A?????C?c??????_OO???G???C????O???C????????C????????A?????????G?????????G????????G?????????@?????????G?????????A?????????Q?????????AG????_????C????@?????C?????????CCO????????AAG????_????A_????C?????S????O?OC????????_?_G????????`?O?????????Q?_?????????CGC??????????c?_?????
591,3,38,57,5,3,3,76,5,3,3,False,True,True,,esP@HOOC???@?A?I????@??G?__??G??C??A?@C??g???P@?C_C??C?????G???A??A??????W???@O???@G????Q???O?G??@?A?_?C?A?O?O?AA_O????,~?@K`_c@@?CA?A?@AA@?c?O_?_?@??C??A???a??CO??O???_???G???C???@C???G_??A????C????C????A????A?????O?????@??????B?????G????C?_????H?????CA?????O_????AC?????@@??????__????G????????AG????G?????????`???????g???????Q???????A????????G????????_???????@?????O????????G???????A????A????O????O???O????C????_????G???A?????G???@?????C????O????@????A?????G????????G??????????O?????????@???????????_??????????C?G????????A?@??????????@O??????????A_????????A??a????????@??P??????????OQ??????????AB?
592,3,38,57,5,3,3,76,5,3,3,False,True,True,,esP@@GOD???@?I?E??G?D?HG?????G??G??C???O??@_??Q???a??C?_?_G????B?O??C???_????G?????[????C?????_O????_O???AA????H?_???I?,~?@K`_S?__O@?G?A?@?@@?GG?_?@??CO?AG??_??C??@???A????_A??O@??OA??A@???G????O????G????O????C????A?????C?????G???????H?????__????B?????A@??????O??????O????@???????_?????AGA?????P?O??????C???????G????????????????_???????????????@??????A?_??????C?O???????C?????????_???????C_???????AO????????@?????????G?????????AA????????@@?????????QO????????BA?????????_?????????@???????????O??????????G?????C?GG???????A?@@????????G?????S????@??????g???C_?????A????GO?????@????@C??????O????G_?????A?
593,3,38,57,5,3,3,76,5,3,3,False,True,True,,esP@@GOD???@?A?E??G?@??G?????G??GG?C???G???_?OA???_????_C??O@?C???_Q???GG????A_Q??A??C@C??_??G_??O????a??@?_???A??C?@?_,~?@K`_c@@?CA?A?@?A??__OO?_?@??CO?AG??O??G???`??CA???_???O???O???A????A????C????OC???GA???A?????O???????_????@?????G??????_????@??????C?????@??????@??????G??????A???????c??????E??????@???????A??????G???????C?????????OO??????AA????????_???????@????@???@?????_???_????_?A?G????C??O@?????????S?????????g???G??????????A?????_??A???????????G????@??????@A??_??????GC??_????C????A?????A?????_???_???_??????C???C???????????O?O@????????_?_A???A???????_???@???????O????P???????O???AG??????A
594,3,38,57,5,3,3,76,5,3,3,False,True,True,,esP@@OODO??@?A?i??_OG??c?a_?????C??A@??_??????B???A???I????_??A????OO????_???D?C??CG???_O????D?????P?????Q??A??@??G??A_,~?@K`_S?__O@?G?@?A??c?O_?_?@??CP?AG_?_??C???O???_???O???_???H???CG???A????C?????@???@?C????O???C?G????S?????c????AO????@C???C?@????_?G??????_?????@??????@O??????g???G??????????G???G??????????@???????G???????A???????A????????G???????C????????C????????CO???????AG???????AO????????W????O?????????_??????????????a?????????P????O?????O???A?????A?????????A??????????C??????????@O??????????g???A??????G????O?????@????????@???_???????A??C??????@?AG????????A?@C?????????G???P???????C???AG
595,3,38,57,5,3,3,76,5,3,3,False,True,True,,esP@@OODO??@?A?A????H??G??_?A???K??A??AO??_??_???A???_G??O?O??GC??O?OA???gC??__G?@?????C??G?@?????O?_C?@?C?????IA????O_,~?@K`_S?__O@?G?A?@?@C?G_?_?@??CP?AG_?_??C???O?_?_C??_???O???O???A????A????C????O????G????????????G??????????@?????G?????A?????C??????O?????C??????C?????A_?????CG??????A???????O????@?C?????A?G???????G???????C?????C?CC?????_?__??????A????????C??????????O????????G????????G????????@?????O?O???????_?_?????????A?_???????@?O????G????O????C????A?????????OGG???????A?OO???A????@C????C?????a????C???`??????A???C_???????A????O??????O????_?????A??_????????@??O???????C????????o???_???????Q
596,3,38,57,5,3,3,76,5,3,3,False,True,True,,esP@@?PC_??@?AAA??O?H??G?CG?CG?????@???O??A???@???D???H???CO???@????O???O???_O???C?c????G?C??B?A???H?_??AC@?Q???Ag?????,~?@K`_c@@?CA?A?@?A??_?O??_G@?OCC?AA??O??G???cO?CG_?A?G?@?C?@????G????G????O????C????A?????_??????G????????A?@?????G?????@?????@??????_?????A??????O??????CO?????AG?????A_??????S????C??c????G?CG??????A???????@????????CO???????a?????????????????G?????????????????C????????G?????????_???????AO????????OO????????@??????????O?????????_?????????A??????????C_?????????`?????Q????_?????K???@???????????Gg?????????@D?????A????@??????O????A?????G???G?_?????C???C?O?????D??????@?????g??????G
597,3,38,57,5,3,3,76,5,3,3,False,True,True,,esP@HOOC???@?I?E????@??G?`_?????C??A?C?_??????@@??E?O?A????G???@????G?CG???G_????a?G??G_A???@A????G_???GAA???GAAA__????,~?@K`_c@@?CA?A?@AA@?c?O_?_?@??C??A???a??CO??O???_???G???C???@C???G_??A????C????C?O??A?G??AG????P?????@C?????@????CO??????_?????_?????A?????@??????@?????O????????S????C????????@G??????c??????CC??????GO??????CC???????__??????OO?????G??????????AG?????_??????????AC????????W????????G_????????G?????????G?????????G?????????C???@O???????????????@???@O????????????????G?????????G_?????????OG?????????AO??????????P????C???????????G????????????????@?E?????????A?H??????????OH??????????ACG
598,3,38,57,5,3,3,76,5,3,3,False,True,True,,esP@@OODO??@?AAI??_?G??_?A??????CC?A?_?_??A???G???A??CA????g???K????g??_OG????_??_?C??C?A??A??O??G??_C???@??A??H?_GG???,~?@K`_c@@?CA?A?@?A??c?O_?_?@??CO_AH??OG?G@??O???_???_???O???O@??A?G??A????C????@??????C???O??????G????C?????C????GO????CC?????G??????_?????A??????C??????O??????G????A?A?????O?O??????@???????A???????G???????C??????_@??????O?G???????A@???????CG?????G?C?O????O?A?G??????A?O???????OG????S??????????????@???@O???????????????_???????O?_???????A?A?????????@??????????@??????????@???????????_???????A??G????????O?@???????????Q???????????o???????G???g???????C???S????????_A??_???????O@??O
599,3,38,57,5,3,3,76,5,3,3,False,True,True,,esP@@GOD_??@?A?A????@?@G??_?A_??K??O??A??G???OA??_????W???c??A?????B??_?@GA??@?@??o????A?A???_?????_`???AC?????I?_???__,~?@K`_S?__O@?G?A?@?@@?GG?_?@??CS?AI??_??C??@???A????_???O???C?O??_A??@????G????G????O????????????G??????????@?????G?????A?????C??????O?????C??????C?????O_?????GG??????A???????O????G?C????@??G???????G???????C????C??C?????_??_???????A?????????AG??????G?????????AC????????G?????????_????????G?????????G????A?AC??????@?@G??????????OC????????A?_????G????I?????O????S?????C????P?????A????G_????@?A_????????_?S??????@????O??????A????_??????A????G??????@????C???????O??????@O???A???????I
600,3,38,57,5,3,3,76,5,3,3,False,True,True,,esP@@?PC_??@?A?i??_OG@?cGA??@???C??A??G???@_??I????????__??O?_?C????????@G????O???GO???@@?????g????G_??CC@?O??C_??@Q???,~?@K`_c@@?CA?A?@?A??_?O??_G@?OCA?AC??O??G???_??C???A???@???@?@??G?G??a???@C???@?????_????@?A???_?O????O???@?@????@????@??_??CC@????__C?????@??????@???????O??????G??????G??????@???@???????A???????????P???????a???????G???????C????????G_???????P????C???@????A????_???????g_???????DC?????????O?????????_????_G??????????????_???GA??????????????@?????????AO?????????CO?????????A???????????_?????????GA?????????@?O????C?????@?????G?????A?????????_?_?????????O?O??????????@@O??????????GI
601,3,38,57,5,3,3,76,5,3,3,False,True,True,,esP@@?OC???@?A?A????@??G?C_??_?CC??A??C???O???`???A?@A????I??C?_A??@OA???OO?@@?G??C??O?A??O?G??GA??@?AG??G?g???C?W??@??,~?@K`_S?__O@?G?@?A??_?O??_?@??C??A???O??G???_??C???A???@???@????G????_???@????CO???AG????_?A??C??O?@O?O??A_?_???_G????OC????OO????AA???????????????G?????????????C??????G???????_???A?CO????O?GO??????@????????O???@???_????G??A????????G????????O?????O?@??????G??_????????A??????????G???????A??????????@????????GG????????CA????????@A?????????GG?????????c?????????@C??????????C??????????A????G???A??A???@????O??O???_?_???@????C?C????A????C????A?A????G????@?@?????C?A????O?????_@????A?
602,3,38,57,5,3,3,76,5,3,3,False,True,True,,esP@HOOC???@?AAa?A_@G??_?A??????C??A???_??????@@??A?CCA????_??@G???OG?__?_??A?_??@?O??CO??O?C????O?E????OC??A??@??@??C_,~?@K`_c@@?CA?A?@AA@?c?O_?_?@??C??A???a??CO??O???_???G???C???@????G???A????C????C?O??A?G??A?_???OC???@??????@D???C??????@C_????@??????C??????G??????O?????@???????_??????G??????@???????O???????_???????_???????O????G??P????C??AG?????????????????G?????????????????C????????G?????????O???A???AO????O???OG?????????_????????@????????C?O????????_G??????????GG?????????OO??????@?@C????????_?a????GA????????????????@G???GA????????????????@@????G?????_C????C?????O@???@???@G???????G???K????
603,3,38,57,5,3,3,76,5,3,3,False,True,True,,esP@@?OC???@?A?A??_?G??g??W??G??C??a??c??A???G????O???P????OO??K???A?G??H?@??_??_@??@???G@???A?A??@?__??CC?g???O?c???_?,~?@K`_c@@?CA?A?@?A??_?O??_?@??C??A???_??C??@???A???A???@???@????G????O_??A@???AG???CO????_?_??C?C??@?C???A?G???A?A???@?@????O?G???A?C??????????????G?????????????C??????G???????O??????O???????G???????_??????@????????O???????G????????G_???????P??????C@@??????A?__???G???G????@???@????@????O????A????_???????C?_???????G?O?????????D??????????g???????????W?????????AO??????????O??????????G???_??????A???C???????O???O?????OC????_?????_G????G@???G??????CA???C??????OA?????C????A@??????_
604,3,38,57,5,3,3,76,5,3,3,False,True,True,,esP@@GOC???@?AAQ????@??GE?_??_??C??A??C????_??A???P???Q???@O???I??A????G????@?G??@?O?Q??_?H??C?O???S?O???g?D?????G_???_,~?@K`_S?__O@?G?A?@?@@?GG?_?@??C??A???_??C??@@??AA??A_??@O???O???A????A????C????O????G????A?????O????C?C???G?G???@??????A@_??@???????GP?????c_????@__???C?????????C???@??????????G??????C???????C???????O???????C???????G????????_???C???A????_???C?????_??O????@???G????????A?????????O????????C?????????G??????????G?????????C?????????C??????????_???G?????a????O????@C?????_???OO????@????GG?????????_?_????????C?C????????@?C?????????A?G??????C????_G?????G????OC?????_????A@?????O????@?G
605,3,38,57,5,3,3,76,5,3,3,False,True,True,,esP@@GOD???@?A?e??_@G??_?A???_??C??a???O@@A@G?C???C????_???O???_????K???@O??G????O?KA???A??@?????O?@_???CAA????@????Q?_,~?@K`_S?__O@?G?A?@?@@?GG?_?@??CO?AG??_??C??@@??AA???_???O???OG??AC???A????C????O????G??????_?????g????_?????H?????G?????A????@A?????GG??????_?????@??????C??????A????G??_???@??C?????C?@?????G?A????O?@?????_?A????????_???????O?????_??_G???@??@?O??????CC???????AA?????G??G?????@??@??????????@?????????A?????????A?????????@?????????@??????????G??????????_?????????@??????????C??????????A????_??????G???C??????@????????@?@O????????A?A_???G?????_?_???C?????O?O??????????CS???????????a_
606,3,38,57,5,3,3,76,5,3,3,False,True,True,,esP@@?OD???@@AAE??_?G??GA?_??g??o??I???G???_??A???A?G?A????_???G????O????W???CO@??CGGA??A????C???A??_G???A?O??GA?_??G@?,~?@K`_S?__O@?G?A?@?@??G??_?@??CO?AG??_??C??@?C?A?G?A?C?@?G??O???A????_???@????@?????_????_?_??C?C???O?????_????A?????@??????@O???????@???@O????????G????O?_????G?G??????O??????@???????C???????G????A??G????@??C???????C_???????o???????@_???????H?????C??@?????A???_????????G????????@??????A???_?????O??C?????????C?????????G?????@????_?????G???O????G_????_????P????@??????????C??????????A????O??????_???G??????C??????C????@??????G????A?????A?????`?????@?????Q?????A???G?O?????@???C?A?
607,3,38,57,5,3,3,76,5,3,3,False,True,True,,esP@@?OD???@@AAE?G_CG??_??G??O??G??C???_??D???????@???@???G_???C???C_???@G???a_@???GG???O???GG?@????_??H?@?_G??G?OC??O?,~?@K`_S?__O@?G?A?@?@??G??_?@??CO?AG??_??C??@?C?A?G?A???@????O???A????_C??@?_??@??G??_?O??_?_??C?C???O?????_????A??G??@??C???@O?????@C@???@O??????P?G???C??????A?????????@???????_??????A???????O???????C???????G???????A???????@????????A????????C????????P????????G_???????A?????????O??????G?CC?????@??GG?????@??GC?????A??CG????????@??????????G?????????A??????????C??????????@????????????S?????????O???????????@G??????????c??????????CC???G??????CO???C??????GC??????O???@@??????A????GG
608,3,38,57,5,3,3,76,5,3,3,False,True,True,,esP@PGPD???@?A?A??O?B?@G?CO??G??C??A???O??A??@A??_????C???@G?A?O???@G???_???@?????C?????B????@OO??CO?C??I??_??@G?C???c?,~?@K`_S?__O@?G?AG@C@?_GO?_G@?OCO?AG??_??C???C???G???@???A????O???A??????????G?????????C????G?????_????O?????O????@??????O?????_?????A??????GG?????OO??@?@?????_?_??????IG?????@P????C?O?????G?_???????G???????C???????O???????A??????????G????????O???????@?????????_???????AG????????P????????OO????????__???A?????_???@?????O????C????O?????_???A?????_????G????@?????O??????????OG?????????GO???O???A??A???G????O??O??????C???????????G????????G?????_@????C?????OA???@??????C@????G??????_G
609,3,38,57,5,3,3,76,5,3,3,False,True,True,,esP@HOOC???@?AAa??_@G??c?a_?????C??A??G_???_??D???Q????????G???A?C??O????O???@G?_??G????`????cG??@?C?_???@???P?@?OA?A??,~?@K`_S?__O@?G?AA@@@C?G_?_?@??C??A???a??CO??O???_???G???C????_???O???@????G????CC???AA???A?????O????@???????`????A????C??_???C@?????_A????G?_????OC????CO@????AG?_??????G??????@????????_??????@???????G????????_??????@????????C???@???@????G???@????????G????????A????C????O???A????G?????????g????????D????????C?a???????G?P?????????O?????????A??????O???????????????G????C????????????????C??????????g??????????C_?????_???@G?????C????AG?????????G@??????????C?O?????C?????CO?????_?????a
610,3,38,57,5,3,3,76,5,3,3,False,True,True,,esP@@?OCO??@?e?Y????@??G??_??G??C??A??????__??I???C??AA???C_??@???A?C??@?O??_?O??GC??_?@A?_??H?O???A?_??O?@@???AA@???@?,~?@K`_S?__O@?G?A?@?@??G??_?@??C@?A?_?_??C??@???A???A?A?@?@?@?C??G?_??_???@????CC???AA????g????D?????O?????_???????g???GO?_????I????c?@?????????????G?????????????C??????G???????_??????O???????O??????@????????O?????@?_??????GA????????GG???????OO?????G@C??????O?a????????G????????@?????G???O????@????_??????????G?????????C?????????C??????????_??????????_?????????@?????O????C?????G????A?????????G?a????????@?CO????O????@O?????_????A_????????_?A?????????O?@?????A?????_?O???@?????O?A
611,3,38,57,5,3,3,76,5,3,3,False,True,True,,esP@@OODO??@?A?A????@??G??_??G??S??Q?@???G@??OA??a????C_??@_??a??????????G????O@A??O?@??CA????gC?G?C?C???_@???C@?_??W??,~?@K`_S?__O@?G?@?A??c?O_?_?@??CP?AG_?_??C???O???_???O???_???G???C????A????C????OO???GG???????????G??????????@?????G?????@????@C?????GG?????A??????O??????O??????_??????AG??????P??????C???????G????G??G????C??C?????????????????@?????????????????G???????H????????OO???A????_????O???A???????C?_???????G?_???A????C????@????@??????????OG????????AC?????????IC?????????S_????_?OG??????@??GO???????_?A_???????C??S????????O???????????O??O??@????@????????????O??O???_??CO??????@????a???????C
612,3,38,57,5,3,3,76,5,3,3,False,True,True,,esP@@GOD???@?A?A??_?G??g??G?C_?AGGOC??W???_???@???A???O???A???C?????????@G???COQ???O???CO???@G?C??@@?O??AA?G??`??G??O_?,~?@K`_S?__O@?G?A?@?@?_GO?_?@??CO?AG??_O?CG?@?C?A?G??_???O???O???A????@????G????G????O????????????G??????????@?????G?????A?????C??????O?????C??????C??????_??????G??????AC??????Q??????CC??????GG??????G???????C???????D????????g????????_???????@?????O??@C????G???a????A???G?????O??@??????O??C??????_??G?????G???G?????C???C?????????@??????????G??????_??A??????@???C?????@????@@?????_????__???A?????@_????O?????c?????O?????O?????_?????_?????_???A???????O???@?????C???????@O???_???????I
613,3,38,57,5,3,3,76,5,3,3,False,True,True,,esP@@?OC???@?A?A??_?G??c?A_?A??A???g???_??C???K??@???C?_??I????@A??D?G??A?@??A?A???_C???O?O?A?GG??OA?Q???O?C??@??g????_,~?@K`_S?__O@?G?A?@?@??G??_?@??C??A???_??C??@???A???A???@???@????G????__??@@???CO???AG????_?O??C?G??@?C???A?G???A?A???@?@????P?G???AGC??????????????G?????????????C??????G???????O??????O???????G???????_??????@????????O???????G????????GG???????OO??????@C????????a????????G????????@?????????O?????????_?????????a?????????P???????O?C???????A??_????A?????_G???C????@?O??@?????@?????_?????_????@?O???_?????_G???C???????????OC??????????_G???G?????AO????C?????@_?????A@?????@????@?G?????G
614,3,38,57,5,3,3,76,5,3,3,False,True,True,,esP@@OODO??@?AAI??_GG??_?A??????C??A?_C_??A???G???H???I????????@????W??_C_????_?@??S??C?A??A?C?C??S????_?A?G???@??A??G_,~?@K`_S?__O@?G?A?@?@C?G_?_?@??CP?AG_?_C?CA??O???_???_A??O@??O???A????A????C?????_????OC???_????@?G????C?????C?????O?????C?????@??????G?????A??????C??????C??????A??????A???????O??????@???????A?????A?G?????@?C?????@?@@?????G?GG??????A?O??????CA????C?????????????C?????????????O????G????????C?????????A????C????G????G????O???????C?C????????_A?????C????AG????_????CO?????????S??????????I???????@???A???????_???O???????_???_??????@???@???????@???????????G???G_??????O?_??O??????A?O??G
615,3,38,57,5,3,3,76,5,3,3,False,True,True,,esP@@OODO??@?aAI??_?G??G??_??g??o??????G??@???C???C???C???@????O????G???AWG???O???D?????P?_???g?C?A????G_@??@@O??GA_???,~?@K`_c@@?CA?A?@?A??c?O_?_?@??CO_AH??OG?G@??O???_???_???O???O?_?A?O??A????C????@C?????C????????COG????@?????G?????G?????O????O?????A??????@A?????GC??????O??????G?????GAA????@?OO?????CO??????G_???????_???????O??????A@??????@?G?????????????????G?????????????????C????????G?????????O???????DO????????IG?????????_????????@???????C?OO???????_AG??????????G??????????O?????????@???????????_??????????AA??????????OO?????????CG??????????H????@??????AG???A??????@C????C??????P?????_?????AG
616,3,38,57,5,3,3,76,5,3,3,False,True,True,,esP@@GOD???@?A?E??G?@??g?????G?CG?CK???_@?C???A?G?C????????G??_A?_??O????_??_@?????g?C@?C?????oO???O_??@_??_??_@AO?@???,~?@K`_c@@?CA?A?@?A??__OO?_?@??CO?AG??O??G???`??CA???_???O???OC??A?_??A????C????OC???GA???A?????O???????_????@???????????G_????@??????A??????_?????C??????C??????G???????g??????D??????@C??????AG?????G?A?????C?@????????O???????A????????G????????O???????@?????????_??????A_?????A????G??????A_??????_???@?????_???C?????O???@???@??????O???G?????A????a?????G???@C?????O???@????O??????????C?C????O???C???????????O?G??????O???A???????_???A????????A??A????????@??@???C?????O??O???_????A??A
617,3,38,57,5,3,3,76,5,3,3,False,True,True,,esP@@GPD???@?A?A??_?G??_?A??BO?AG??G???G??@??C???@???CO??A?????c???D??_?@?O??G_O??CO????_?_??G????O?_O?@?C?????I?C??@?_,~?@K`_S?__O@?G?A?@?@?_GO?_G@?OCO?AG??_??C??@???A????_???O???O???A????@????G????C?O??A?G??????????G??????????@?????G?????A?????C??????O?????C??????C??????_??????G??????@???????_??????A???????O???????HG??????EC??????C@???????_G???A??A?????C??C??????O?C@?????G?A?_???A??A??????O??O????????@?????????A?????G???A?????C???@???????????@??????????G????G????A?????O????C????O?????D????G?????A_???_????G?_???C????@?C????C??????O????G??????_????G????G??????C????C???????O?????@O????A??????I
618,3,38,57,5,3,3,76,5,3,3,False,True,True,,esP@H?ODO??@?A?A????D?@G??_?A???C??A??@G??A_??g??OA?@C???P??@?@C?_??O?_??_O??G??????????B????@OO???A?????C????AB?O???D?,~?@K`_S?__O@?G?AA@@@??G??_?@??CP?AG_?_??C??@???A????_???O???C????_???A????C????O????G????????????G??????????@?????G?????A?????C??????O?????C??????C????C?_????A?G??????@A??????_O????OAO?????_O_??????G???????C??????GC??????C?_???????AG???????CO?????????O????????G????????A?????????O???G????C???@?????G????????_A????????O@?????G??OA?????C??A@?????????GG_????????OP???@C??????????a???????????W??????????H??????????O???????????_??????????G???????H???C???????E????A??????O_???@??????AO
619,3,38,57,5,3,3,76,5,3,3,False,True,True,,esP@HOOD???@?Q?I??O?B?@G?????G??G?_C???G??A_??Q??A?????_O??O???A????O????O???G_????W??@?G?????oO????_????d???aG??DC????,~?@K`_S?__O@?G?AA@@@C?G_?_?@??CO?AG??_??C???C???G???G???C???@????G???A????C????C????A?????AG?????W???AG?????P?????C?????@????O?O???A?A????A_G????D?O???O?C????G?A?????_?????????G????_?????????@???????G???????A????_??A????O???G???????C????????C????????A????????C????????@_????????c????@????P????A????a????????A?????????@????????G?????????C?????????????g?????????@O????????C@?????????A?_??????????G??????????@???????????D???????????I???G?????O?G???C?????_?C???C??????O@????_?????A?G
620,3,38,57,5,3,3,76,5,3,3,False,True,True,,esP@@OODO??@?A?A??G?D??G?????G??G?CC??A_??C??AA?@?Q???O????_???A????CA???O????OG???O????E?_??G_???@B@?G?G??G?I???Ga????,~?@K`_c@@?CA?A?@?A??c?O_?_?@??CO_AH??O??G???O???_???_???O???O???A????A????C????O????G????????????G??????????@????AG????@A???C?C????_?O?????C??????C?????C_?????AG??????A???????O??????@@??????AA????@??A????A??@???????C????????_????????g???????@O??????C??????????S??????@??????????@G??????O?C???????_?C?????_A??O?????O@??C???C?????@????_?????G????G???G??????O???O?????C?????@????A??????_???G??????G???@??????@????O??????C????_??????G????G??????A????C??????@????O??????CO???A???????a
621,3,38,57,5,3,3,76,5,3,3,False,True,True,,esP@@GOC???@@AAQ?A_@G??_??G??O??G??C???_??D???????@?_?@?AA?_???C????_????G???_gC???G????P???OAG??AO?@????@???K?@?GG?O??,~?@K`_c@@?CA?A?@?A??`?OG?_?@??C??A???_??C??@@??AA??A???@????O???A????_???@?????O????G????G?C??@?A???C??_??G?C???_?_???O?O???@O??????CP???@O??????@CG???C??????A?????????A???????O??????C???????G???????C???????G???????A???????@????????A????????C????????P????????G_???????A?????????O????_???CC???C????GG???G????H????C????E?????????@??????????G?????A?_??????????????G????GA???????????????C??????????c??????????CO?????????_G?????????C?G????C????C?G????G????G?C????C?????C@?????_?????_G
622,3,38,57,5,3,3,76,5,3,3,False,True,True,,esP@@OODO??@?AAa??_?G??c?A_?????C??A?_?_???_??D???Q????????G??GA?G??O????G???@G??_?G????`????C_??@?@????OB@??P???GI????,~?@K`_S?__O@?G?@?A??c?O_?_?@??CP?AG_?`??C_??O???_???O???_????_???O???@????G????@??????C????????C?G????C?????A????AG????@O?????C?????A?????@AG????GCO?????S??????I???????_??????C???????C???????G????_??????@????_???G???????O???@????????_????????_???????A?????????_????????G????????@????O????O????_????_????_????a????O????P?????????Q?????????B?????G??A?????????????G????_??G?????????????C??????????C???????????O???????_@?G???????C?A?G???????A??CG???????@??GC????C??C???C?????_??_???_
