id,k,original_nodes,original_edges,original_girth,original_vertex_connectivity,original_edge_connectivity,result_nodes,result_girth,result_vertex_connectivity,result_edge_connectivity,has_articulation,girth_preserved,is_k_regular,hamiltonian,original_graph6,result_graph6
1271,3,32,48,4,3,3,64,5,3,3,False,False,True,,_sP`?_W@?D_AA@?@?W??@??C??O??O?AO??C??@?A?B???C???`???@????O??CA????W????o?A?_G?C?_O,~?@?`_S?__O@OG_A?@??O?A??g?@O?@???_??G??@???CP??Ga??g???S???C????_????W???AO?????O????G??@?????_??????A?????O????CO????G_????O?????A????????g?????@O?????@???????_??????G??????@?????_?C????C??G?????H?_?????E?O???????C????????_???????G????????O????????P????????G_????????I????????@O???????@?????????A??????G???I?????C???D??????_?@@??????O??GG
1272,3,32,48,4,3,3,64,4,3,3,False,True,True,,_sP`?_O@??_AAA?A??_?GA????GA?O??G??@?_GOC?G???C???@??C@??CD?@?CC?O??_?`??G?C?A??A_?C,~?@?`_S?__O@GH?A?@??O?A??_?@??@???_??_??C???G??@????O???_???G???C????G_???P???@?????_????G?C??@?A???O?C???_?G???I?????D?????@??????G???????@_?????H????@?@?????_?_??????_??????C???@???????A??????????AI??????@D????O??O????A??A????????I????????S???CC???????AA?????????_???A????C????O???????@@????????AA????????AA????????@@?????Q????O????B????A
1273,3,32,48,5,3,3,64,5,3,3,False,True,True,,_sP@@?OC???@?A?E??_AG??W?AG??G??C??@@?CO??@?_?C??g????a?C??OO??I?_?A??O??GA??@GT????,~?@?`_S?__O@?G?A?@?@??G??_?@??C??A???_??C??@CG?AH??A???@???@?A??G@???_???@????@?A???_C???_????C?????G?@??@??A???_?????O?????O?a???A?P???????_????A?G?????A?????A?C??????G???????_??????G???????G???????G???????C?????@?D??????G?g??????_A_?????@?D????????C????????A????@????A????_????O???_????C???C?????G????G????G????C????C????@????@O????G????I
1274,3,32,48,5,3,3,64,5,3,3,False,True,True,,_sP@@?OC???@?A?A??G?H??g?????G??G?OC?`??AC_?G@?A?O_?G?_?A?G?G?A????GC???CgH??_?S??A?,~?@?`_S?__O@?G?A?@?@??G??_?@??C??A???_??C??@C??AG??A???@???@?_??GO???_?G?@??O?@?????_????_????C?????GO???@?_????_?????O?????O?????A??????????????G?G????G????????C?????_G?????C?O??@???O???A???G?????G?_?????C@??????O?C?????A??_???????Ag???????DO?????C?????@??O??C?????@??????C?@???G???A?@??C????O?A??C????_?_???????O?O????????OC???O????A?_??A
1275,3,32,48,4,3,3,64,4,3,3,False,True,True,,_sP@HOOC???@?A?A??_?I?????G??OS?O?A_??`??AG???????`???@?E??_?@?A?O?I?C?O@??_?c?@?C?_,~?@?`_S?__O@?G?A@@A@C?G_?_?@??C??A???`??C_??O???_???G???C???@????G???A_???D????C????A????????????G??????????@?????G?????A?????C??????O?????C??????C????O?`????G?G_???A?AG????O?P?????CC??????GG?????_?G?????O?C?????C?@??????_?G????G????????????IG???_????????????IC????_???G????C????_????A???@?????O???A????A????@????@????A???@????C?O???G????_A
1276,3,32,48,4,3,3,64,5,3,3,False,False,True,,_sP`?_O@?D_AA@?@@???@??G?????G?AG?AC???G??C_?GA?O?@???O_W?@???O???C?S?_??O??_?G??S?C,~?@?`_S?__O@OG_A?@??O?A??_?@??@???_??_??C???O???_???aA??P@??S???A_???G????O????O????G?????g????D??????@?????A???G?????C??????@@?????GG?????A??????C???C??????A??????A???????O????????A?A?????O?O???????O???????_?????O?CO????A??a???????H????????W??????CO??????????S?????@C??????????@G???@????A????A????A????A?A?_?????@?@?O???????S??@??????A_??G
1277,3,32,48,4,3,3,64,4,3,3,False,True,True,,_sP`?_OB?A_@?@?@?CO?C??OG@??????C??A??E_C?????D???A???@????W??@C???OS??h??@?_@?E?G??,~?@?`_c@@?CAGB?@?A??O?A??_?@??@O??g??_??C???C???G???gC??SG??CO???a???A????C????O????G??????_????C?????D?????I???C?G???G?C????@@?????GG??????_?????@?????C?O????A?G??????g??????D???????@???????P???????C???????O_??????@????????C???????@????????@????G???@????O????_????????g????????D????G?????_??@?????C????????A_????????@O?????_????g????O????S
1278,3,32,48,4,3,3,64,4,3,3,False,True,True,,_sP`?_OB?A_@?@?@?CO?CA?O?@?C????C??E???O??I???@???L???@???AG??_A????G?_O?G?@??oE?O??,~?@?`_S?__O@OG_A?@??O?A??_?@??@O??g??_??C???C???G???cG??WC??AG??@C???A????C????O????G??????_????C?????D?????I???G?G???C?C????@@?????GG??????_?????@?????C??????A????????a??????CO???O??O????_??_??????A???????@????@????O???G???A????????G????????O???????OO???????GG????????G????????@????????CC????????GG???????G?I???????C?D????@??O?C?????G?A??_
1279,3,32,48,4,3,3,64,4,3,3,False,True,True,,_sP@@GOC???@?QAI??_?G??GA?_??gC?o??????G?_@?C?S???E???C????O???@?C??GGA??OG??A_??OAO,~?@?`_S?__O@?G?A?@?@@?GG?_?@??C??A???_??C??@?O?A?_?A???@????G???C????O???A????@@????__???G????@?????C?????G?????_?????O?????@?O??????@???@?O???????G????O?_????G?G????_?O????C?@????@??C????A??G????AC?G????@G?C??????O@??????A?G?????I???????????G?????g???????????C?????G??C?????@???O???C???@G????G???AG??????_??G??????O??C???CO?????O???a?????A
1280,3,32,48,4,3,3,64,4,3,3,False,True,True,,_sP@@OODO??@?A?A??_?G??G??_?????C??Q???_??Q_?@????P??`?@?O??C??E?GC@??_?o?CAG??GA?@?,~?@?`_S?__O@?G?A?@?@A?H??_?@??CP?AG_?O??G???O@??_A??O???_???G???C????A????C????O????G????????????G??????????@???G?G???C?A???@OC????I?O?????C??????C?????G_?????OG?????_A?????C?O???????O???????_????_?AG????O?@C?????O?O?????A?A????????A????????C?????G??O?????O??G?????????_????????AG????????_?????????`?????_??AG?????O??@A????A????I????@????CG
1281,3,30,45,4,3,3,60,4,3,3,False,True,True,,]sP@HOOD???@?A?Q??G?@??G?????G?_G?cC??????C_?AA??cC?@?_??P@?@?AA??A@?I???G,{`_S?__O@?G?AA@@@C?G_?_?@??CO?AG??a??CO??@???A???A???@???@????G????__??@@????O????@C???C?????CG????C?????C????OO????_C?????@??????G?????A??????C????O??????G?????????I??????@O?????@C??????AG???????G???????C???C???@O???_???I????I?????????A??G?????A???????g???C??????_?A??????C?@???????OC@???????_GA
1282,3,32,48,4,3,3,64,4,3,3,False,True,True,,_sP`?_W@?D_A?@?@????@??G??_??_??_????o?G??B?G?CA??????O_??PO??SA??Q???A?C??AG?G?CG?O,~?@?`_S?__O@OG_A?@??G?C??W?AO?@???_??G??@???CP??Ga??c???W???A???@?????G????O?????O????G????G????@?????C?????G????G_????CO?????CO?????a?????I??????S??????????????C??????????????G??????S???????c?????AG_?????@CG???????G????????_???????O????????O????????P????????G_??A?????_???O????C???C?????S???G?????g????????AG????????@C????S?????O???A_????A
1283,3,32,48,5,3,3,64,5,3,3,False,True,True,,_sP@@OODO??@?A@I??_?G??g??_??o??K??@??c???G???D???G???C????_???S????g?_?@GS??A?C??@_,~?@?`_c@@?CA?A?@?A??c?O_?_?@??CO_AH??Q??GO??OO??__??_???O???@????G????A?????G???G?????C????G?????_????G?????G????@??????O?????D??????g?????G_?????P??????O??????G??????A_??????S???????D???????I???????_???????O???????@????????G????????g???????@O???????@?????????_???__?G?????CC?@??????C???CC????G???GG????_???A?????O???@?????C????OO????_???AA
1284,3,32,48,4,3,3,64,4,3,3,False,True,True,,_sP@@?PC_??@?E?i??_?G??G??_??g?Co??????G??T@??C???C???C????oG??E@???O??C?_A???GO???S,~?@?`_S?__O@?G?@?A??_?O??_G@?OCA?AC??O??G???_??C???A?A?@?@?@????G????`???@G???@?O???_G???@?????_??????H?????@????AC??????_?????_?????A?????@??????@?????@?G?????_O??????P??????G_??????_??????C???????AA??????@@???????CO???????a?????_?A?????@??C???@????@?????????C???O????O?????????G???@????A????A????A????g????O????S????C???C????@@????_????GG
1285,3,32,48,4,3,3,64,4,3,3,False,True,True,,_sP@@GPD???@?AAa??_?G??_?AO?????C?OA?G?_??A_??@???O???G_??_OO??I???@G??G?G?@_?GC@O??,~?@?`_S?__O@?G?A?@?@@?GG?_G@?OCO?AG??_??C??@C??AG???_???O???@????G????_???@?????O?????C????????@?G????C?????A????_G????OO?????C?????A?????_A????@?C??????P??????G_?????A_??????S???????P???????a???????_???????O????D???????????@????D????????????G???@????_????_???G???????AO????????P????_O????_??C?_???C???G?????_???C?????O???????@G?O???????K?A
1286,3,32,48,4,3,3,64,4,3,3,False,True,True,,_sP@@?OD???@?A?A??_CI??gA?G?????C??A?O?_@C????H??P@?C?O?_C??O?@??O?G????OO@???WO??B?,~?@?`_S?__O@?G?A?@?@??G??_?@??CO?AG??_??C??@???A???A?A?@?@??O???A????_???@????@?????_????_????C?????O?????_????A??G??@??C???P?????AG?????????????G?G???????????G?C?????GG?????@?_????O?O?????_?O????_?@?????O??O????C??CO????_??a????G??A?????O??C?????C?????????@??C????@??????????C??G??@?@???C???A?A???C?????@??AO?????A??@C???C?OO???????_AA????
1287,3,32,48,4,3,3,64,4,3,3,False,True,True,,_sP@@GPD???@?A?A??_?G??_?A???G??C??A???W??A??A????B?C?D?CC?O?@O??_AG?A?CG?OA??_OA_??,~?@?`_S?__O@?G?A?@?@?_GO?_G@?OCO?AG??_??C??@???A????_???O???O???A????@????G????C????A????????????G??????????@?????G?????A???D?C????g?O????AC?????CC???@??_????_?G?????_A?????C?O????C?C?????G?G????A??AG???@??@C?????O?O?????A?A????????A????????C?????????G????????O????O???C????G???A?????C???C_????G???K????_????_????O????O????@???C?O????G???_A
1288,3,32,48,4,3,3,64,5,3,3,False,False,True,,_sP`?_O@?D_AA@?@@???@??G?????G?AG?AC??AG??__G?G???@?o?_??@????_@?G?AG??AA??A?C?????k,~?@?`_S?__O@OG_A?@??O?A??_?@??@???_??_??C???O???_???aA??P@??S???A_???G????O????O????G?????g????D??????@?????A???G?????C???????@??????G????AA?????CC???C??????A??????A???????O????????A?A?????O?O???????O???????_??????OD??????A?g?????O?G_????A??P??????CO?????@????C?????@C??????C????G????????A?????????A????A?G??@????@?C??A??????A?O?_?????@?A?O
1289,3,30,45,4,3,3,60,4,3,3,False,True,True,,]sP@PGOC???@?A?A????H??G??_?G???_??H?C@G?CC?CG@?G_??CA??O?O?O?A@?OO?_C?C@?,{`_S?__O@?G?AG@C@?_GO?_?@??C??A???_??C???O???_???_G??OC??A???@????@????G????G@???O?_??A?????O????CG????H??????????????_???????????@?????__????@?_???@OC?????g@??????@???????C????C?A?????G?A?????A?AA????@?@@???????C????????_?????A??G?????C??O???G@??@????O?_??_???O???_????G???C??????@???O_????A???c
1290,3,32,48,4,3,3,64,4,3,3,False,True,True,,_sP@@GPD???@?AAa??_CG??_?A???g?_S??????G??@?C?C???@????_??@O?@G@??G?O???WG???a?O?O?C,~?@?`_S?__O@?G?A?@?@?_GO?_G@?OCO?AG??_??C??@C??AG???_???O????_???O????_???@?????O????CC???C?????OG????C?????C?????O?????C???C@@????_GG?????A??????C??????CO?????AG?????A???????O????CO?O????G_?_????G???????????_???A???????????@????????_????????_??@????A????_????_???????`G???????CD???????C?O???????G?_????G????A????C????@???????C?OO???????_AA
1291,3,32,48,4,3,3,64,4,3,3,False,True,True,,_sP@@?OCO??@?A?A??_?@??W?AO??G??oCC??__OCA??A?O?G?_?????C??GG??AA??GO???G_A??CGO??G_,~?@?`_S?__O@?G?@?A??_?O??_?@??C@?A?_?_??C??@???A???A?A?@?@?@?C??G?_??O???A????A????C?????_????C?????O?????_????A??G??@??C???P?????AG?????????????O?G???@?????????C????A?G?????O?O????G?O????@??G???????_??????@????????C????????_???????A_???????D????????D????????A_????A???I?????O??@O?????D?@???????I?A?????AI????????@D???????CO@????????a?G????
1292,3,30,45,4,3,3,60,4,3,3,False,True,True,,]sP@@?OC???@?AAI??_AG?????g??OG?O?OC???_G?C???I?_?C?Og?@?Q????@C?K??CA??K?,{`_S?__O@?G?A?@?@??G??_?@??C??A???_??C??@?O?A?_?A???@???@????G????_???@????C?@??A??_??_????C????@@????AA????A_????@O?????O?????A??????A????????CG?????O????G??C???_?_G???C?C?O????@?C?????A?_??????CA??????G@????O???G???A???C????G???G????O???O????G???O????O???G???A@???A????O_???O????OD????????_I???
1293,3,32,48,4,3,3,64,4,3,3,False,True,True,,_sP@HOOD???@?A?Q??_?G??_?AO?????C??A?GO_??B??CG??GG????????W??GA??E?OI???_?_?W?@?O?_,~?@?`_S?__O@?G?AA@@@C?G_?_?@??CO?AG??a??CO??@???A???AA??@@??@????G????_???@?????G?????C????????A?G????C?????A?????G?????O?????C?????A?????GA?????OC??????P??????G_?????A???????O?????GC?????@?G???????I???????D?????C??O?????_?A?????_???????????GG???????G????A????C???????_G???????C?O????O???D?????_???a???G???G?????C???C??????????S?O???????A_A
1294,3,68,102,5,3,3,136,5,3,3,False,True,True,,~?@CsP@P?SCO??@?A?A??O?H??G??O??W??C??C??A??G@??O???O@???@???I????_???W????G????@??A???????K????_?????G?????H?????S????C_?????O?????_??????A??????@??????G???????S??????@??????D????????_?????C_??????G??????GA???????A???????CC?????OC??????@????????????@G????????C????????C???????AG?????????P???????CG????????B?????????GC?@?????????_@??????C?C?_???????AO?O??????@O?A???????B??G??????C?@?,~?AG`_S?__O@?G?AG@C@??G??a?@C?C@?A?_?_??C???O@??_A??_???O???C????_???A????C????C????A????????????G??????????@?????G?????@?????C??????G?????A??????O??????O??????_??????AG??????P??????C???????G???????GA??????C@??????C????????_????????G????????O???????O????????G??????????I????????@O????????O?????????_???????_?_???????O?O?????????C??????????_?????????@G?????????GO?????????D??????????A_?????????G??????????@????????C???????????G???????????A???????????@????????????O???????????A????????????????_???????????@????????????D????????????A_??????????C????????????A?????????????@?@???????????A?A???????????G?????????????C?????????????P?????????????AG?????????????A??????????????C????????????????_?????????????@??????????O?????G????????G?????@?????????_??@???????????C???A?????????????????G???????????????C???????????????@?O??????????????GA???????????????G????????????????O????????????????OO???????????????GG?????????????G????????????????@??????????????????C?@???????????????G?A???AA??????????_?????@@??????????O????????????????O??C??????????????A???_??????????????_?????????????????@????????????????????@O??????????????????g????????????????????A???????????????????O??@????????????C??@???A????????????G??A????_????????????_?G????O????????????O?C??????????????????C????????????????????_?????A????????????A??G????C????????????C??O????C?????????????O@?????A?????????????G?_????????????G?????G??????????????@?????@??????C????????C????????????G????????G????????????C???????A????????@????G???????@????????A????CO???????????????C?????a????????????????_
1295,3,68,102,5,3,3,136,5,3,3,False,True,True,,~?@CsP@H?OCO??@?A?A????@??G??_?????c??A???_??A???B?@?A??A???G?G???A????G??O_??G????C????A??A??@?@???@?????A?@???@??????_?_?@?????A??A??????O???C???_?????_?????O?_?????_G??????A???????K????A?C??????A???????@_??????OG??????o???????????C???????K???????A?O???????E????????__????????_???????C??_????????A?G???????A?O???????P?C???????_?C??????_@?A????????_?G???????G?_G??????_??O?_???????K?,~?AG`_S?__O@?G?AA@@@??G??_?@??C@?A?_?_??C??@???A???A?G?@?C??O???A????G????O????OG???GO???G????@?????C?@???G?A????????????_???????????@??????_??????_?????C??????@??????@???????C??????A???????A???????A???????@???????@@???????GG???????_???????@????????CC???????AA???????????????????G??????????????????@?????????G?????????A?????????C??????????O?????????C??????????C??????????_??????????G?????????GA?????????@?O??????????C???????????G???????????G_??????????CO??????????C@???????????_G??????????A????????????C????????????C?O??????????A?G????????????G????????????@???????@???O?????????A???_???????????????_?????????????O?????????????D??????????????g?????????????G_?????????????P??????????????@???????????????_???????_??????A???????C???????O??????????@???????????????A????????????A???????????????@??????????????????????@O???????????????I???????????A???A????????????C???C?????????C??????C?????????A??????A????????G???????_????????@???????C?????????C?????????????????G?????????????????G????????A????????C????????@????????????O?????????????????A????????????????????_?????????????????@???????????????????S??????????????????I???????A_????????????G?????S????????????@?????????????@?????@?????????????A?????A??????G????????????G??????C????????????C????A?????????????O?????@?????????????A???????G????????????G_??????O????????????P???????A???????????O??O?????C???????????G??G???????????????????GA???????????????????@?O?????O?????????????S???????_?????????????g?????A????????????G???G????@????????????C???C?????@@???????????????C?????GG???????????????_
1296,3,68,102,5,3,3,136,5,3,3,False,True,True,,~?@CsP@P?PD???@?A?A??_?G??_?A???_?@C??A??G???O_??A???@????_??@O???A????O????o????O????c????A?????O????@_????C??@?????????_?????O??G?????????C?????@O?????@??????AC??????A???????O???????_??????a??A?@?????????A?_???????G?????_?@???????AG??????GCG?????G????????O??C????????A???????ACO?A???@??????G_?????????A@??????S????????_?C??????GO?????@??O?G???????G_?O?_?????C?C?????@????A???????@?C,~?AG`_c@@?CA?A?@GAC?_?O??_G@?OCO?AG??_??C???O???_???_???O???C?O??_A??A????C????C????A????????????G??????????@?????G?????A?????C??????O?????C??????C??????_??????G??????A???????O??????C???????G????A??G_???@??CO???C??C?????_??_???????A????????C????????O????????G????????A?A???????O?O??????@?????????A?????????GA????????C@????????@??????????G?????????A??????????C??????OC???@?????GA????_?????A???A???????O???O??????????O?@?????????_?A??????????_???????????O????????????@O???????????I????????????G????????????O????????????O????????????G????????????G????????????@??????????O?CC??????????_?GG?????????????_?????????????O?????????????CG?????????????c????@????????G?????G????????O???????????????_?????????????@??????????????A???????????????O???????????????D???????????????I??????????????A_??????????????@O???????????????C????????????????_???????????????A????????????????C????????????????CO???????????????AG??????????O????????????????G??????????????@??_??????????????A?C????????????????????????G?????????????????C??????????@??????C???????????G??????_?????????????????A_?????????????????D???????????O??????????????????G?????????????????G????????A?????????@?????????O??????????????????C???????????????????G??????????????????G@??????????????????CA???CO?????????????@?????a??????????????G???????????????????_?O?????????????????@?A?????????????????????O????????????????????G????????????????g???A????????????????D????O???????????????????OC????????????????????_G????????????????G??G?A????????????????C??C?@????C_???????????O?????????o???????????A?????
1297,3,74,111,5,3,3,148,5,3,3,False,True,True,,~?@IsP@H?OCO??@?A?A????@??G??_?C_??_?CI??A??G???O????C??@C????O???C????G????G????O??I????@????OA???A?G??????_????@??????O?????CG????@?????G?????@O?????O?G??????_??????G@???@??C?????_?O??????C???????C@???????@???????_??????A?????????AG?????C?????????E????????@_?????A?G???????__????????C??G?????????A????????AG????????K?????????A??????????K?????????_O??????????K?@?????????gO????????A??O?????@??GA?????????_?@????????G?__????????CG?_????????G??O??????O???_,~?AS`_S?__O@?G?AA@@@??G??_?@??C@?A?_?_??C??@???A???A?A?@?@??O???A????G?C??O?_??G????O????C_???AC????C?????G??????????????_???????????@??????_??????_?????C??????@??????@???????C??????A???????A???????AG??????@C??????@????????G????????a???????@C???????C?_??????A@??????????????????OG?????????????????O@???????G?G???????C?A?????????C??????????O?????????C??????????C??????????C??????????A???????????g??????????D??????????@C??????????AG??????????A???????????@????????????O???????????A????????A????????????C????????????@?????????????_????????????????_????????????C????????????@?????????????A????????????A?A???????????@?@?????????????C??????????????_?????????????G??????????????O??????????????OG?????????????GO??????????????_??????????????C??????????????@???????????????A?????????????A??G????????????@??C???????????????C????????????????_???????????????AG???????????????CO??????????????OO???????????????GG????????????_????????????????C?????????????????C????@????????????G????A????????????__????????????????OO????????????@??????????????????G??????????????????O????????G????????A?????????O???????????????C??????????????????A???????????????????_?A????????????????C??O????????????????@???????????????????A???????????????????A???????????????????@????????????????????O?O?????????????????A?A??????????????_???????????????????@???????????????????O????@???????????????G?????_??????????????A?????G???????????????O????@?????????????????C?????G???????????????G????@?????AA??????????????_?????@@??????????????O??????@??????????????CC??????G??????????????__???A???????????????AA?????C???????????????CC?????C_??????????????O??????B???????????????G??????_????????????A????G????C?????????????O???@??????C?????????????C?C???????G?????????????G?G???????G??????????A????????????C??????????@????????????O?????????????C????O????A??????????????_???A
1298,3,74,111,5,3,3,148,5,3,3,False,True,True,,~?@IsP@H?OCO??@?A?A??_?G??g?A??????C??A???_??A???G???I???A????_???G?????????G???@O????O??????????G????@?????C?????@?????C_?????O?????_?????AC??????O?????AG?????@C???@??_??@??A????????O???????`????_@?G????H???????A???G??P???????C????????_?????G????????O???_????g???O?????????@????????????o????????G_?????????GC?????_????????A????C????A?????A??P?????????@O????????C???????C?GA????????OO?O???????C?@????????g??O????????D??C???G????G??G????????CGA????O???C???,~?AS`_S?__O@?G?AA@@@??G??_?@??C@?A?_?_??C??@???A???A???@????O???A????G????O????O????G????G????@?????C?@???G?A????????????_???????????@??????_??????O?????C???????_??????_??????O??????@???????G???????AG??????@C??????@????????G?????G??a?????O?@C?????O?C@?????G?A?_???????_????????C?????????O@????????_A????????_?????????O?????????C??????????_??????????????????????G?????????????????????C?????????AG??????????O_??????????O???????????O??????????@????????????O???????????_???????????A????????????G_???????????P?????????@C?O??????????a?G????A???????G?????O??????@?????????????C?????????????G?????????????G?????????????C?????????????C??????????????_?????????????A??????????????C???????????????OO?????????????GG?????_???????G??????C???????@???????????????C???????????????G???????????????_???????????????O???????????????C@???????????????_G???A?????????GG?????C?????????OO?????????????????C????????????????OC???????????????@????????????????@?G??@?C???????????C???A?G???????????C???G?????????????O???C?????????????C?????O?????????CO??????A??????????a???????????????????????????????????????G?????????????????????????????????????C??????????_???????G??????????C????????_??????????????O???O???????????????_???O??????????????????@????????????????????O???????????????????_???????????????????A????????????????????G_???????????????????P????????????????????P????????????????????G_??????????????A?????A???????????????O?????O???????????????????@?????????????????????A??????????????????????I?????????????????????D????????????????????O@????????????????????A?G????????????????????A??????????????????????C???????????????????????@O??????????????????????g?????C???????????????A@?????A????????????????O_????O????@????????????O?????_????A????????????_???A????????????G?_????????@????????????C?O?????????S????@??????????????????A_????G??????????????
1299,3,74,111,5,3,3,148,5,3,3,False,True,True,,~?@IsP@H?OCO??@?A?A??_?G??g?A??????C??A???_??A???G???I???G????????@????G????_????G????S????A???????????_????A?????C?????A?????@??????A????A?O??????O?????@_????_?W????@A??????G?G????_???????C????????@A????@??@????????_?????H???????@??????C???G???????CC????A????O???A????P???A????@_???????@?????????G@??@??????A???CO????????A_????????O??????H??G???????O??O???????GO????????C?G??????@??C@????A??????_?????C???G?_??????O???C?????????`?GS?????????A?P??????????,~?AS`_S?__O@?G?AA@@@??G??_?@??C@?A?_?_??C??@???A???A?A?@?@??O???A????G?G??O?O??O????G????G????@?????C?@???G?A????????????_???????????@??????_??????O???_AC???@?C?_??????_??????O?????C@??????GG???????AG??????@C???C??@?????_??G????????G????????O?????@??OO?????_?GG???????A?????????O????O???@?????_???A?????????????????????_???????????????????@??????????_??????????_?????????C??????????@??????????@???????????C??????????A???????????A???????????AG??????????@C??????????@????????????G??????????G?a??????????O@C?????????O?C@?????????G?A?_???????????_????????????C?????????????O@????????????_A????????????_?????????????O?????????????C?O????????????_A?????????????????????????????G?????????????????????????????C??????????????G???????????????_??????????????O???????????????O??????????????@????????????????O?????????????@?_??????????????GA????????????????G_???????????????P???????????????@?????????????????_????????????????GA???????????????@?O???????????????O?????????????????_??????????????????G?????????????????C?????????????????O?????????????????A??????????????????@_?????????????????H????@?????????????D?????_????????????A_??????????????????????????????????????G??????????????????????????????????????@???????????????????G???????????????????@????@?????????????CC?????G?????????????_G????????????????A??A?????????????????C??O????????????????????O????????????????????_??????????????A?????AA??????????????O?????OO?????G???????@?????C??????@????????A?????G?????????????????????A?????????????????????@??????????????????????OO????????????????????AA????????????????_?????_???????????????@?????@????????????????@??????O????????????????_?????G?????????????_????????a?????????????C????????CO???C??????????????G????????G?????????????@??????????????C???????A???????????????G???????@???????????????@?????????????@G?????????G?????????????K
1300,3,74,111,5,3,3,148,5,3,3,False,True,True,,~?@IsP@H?OCO??@?A?A????@??G??_??_??_??I??A??G????@???A???@????_???A????O???A_???@O?????????@?????O????A?????C?????G?????@??????_?????D?????C_?????@??????A???????G????O?C????@C???C??_?A???????W????AA?G?????a?C???G??A?????????G??????G_???A?????g??@?????_????????_???O????A??@C????????G????????_?????????????A?????_????????????????K????C?????G???O??????_????????@@?C????????_?G????????@??_???????AOA?O???????O?@A???????G??A???????@@?A?????????@O?O???????A?_?,~?AS`_S?__O@?G?AA@@@??G??_?@??C?_A@??_??C??@???A???A?A?@?@??O???A????C?G??_?O??G????O????C????A?????C?????G??????????????_???????????@??????_??????_??@?AC????_C@??????@???????C?????CA??????GA???????A???????@????C??@?????_??G??????????????????G?????????????????C????????G?????????_????????O?????????O????????@??????????O?????????_?????????A??????????C_?????????`??????????_?????????@??????_????GA????C????@?O????OO???O??????__???_???????????_???????????O???????????C?O??????????_A?????A????G???????C????O????????????O????????????G????????????A?A???????????O?O??????@?????????????A?????????????G?????????????C???????????????????@??????????????G?????????????A??????????????C??????????????CO?????????????AG?????_?G?????A??????C?@??????O????????C?????@?????????G?????A???????????????G???????????????C???????????????@?O??????????????GA???????????????A????????????????C????????????????CG???????????????AO??????????????A?????????????????O?????????????????@@????????????????AA????????????????????????????????????_???????????????????????????????????@?????????????????G_?????????????????O_????????????????CS?????????????????AH??????????????????@???????????????????C??????????????????A???????????????????A???????????????????AA??????????????????@@???????????????????C????????????????????_???????????????????G????????????????????O????????????@???????OO????????????_??????GG????????????????G???_????????????????@???C????????????????????@?????????????????????A?????????????_???????AA????????????O???????@@?????C??????@???????O???????_??????G??????A??????????_????????????C????????@?????????????_??????????????????????OO?????????????????????GG????????????A?????????A?????????????O?????????O??????????????????????@???????????????????????A????_????????G?????????@????O????????C?????????A????_???A???????????????_???O???@???????????????O
1301,3,74,111,5,3,3,148,5,3,3,False,True,True,,~?@IsP@@?PD???@?A?A??_?G?????G??O??O?@C??@???@???B???A??g???OO??A_?????O????g?@?????C????@O????@????_?????G?G?????A??????_?????O?????O????C?C?????_??????_???????C??????A?????C??????CA???????G??????@@?????A_???????g??????????O???????S?????????G???????G_????????C??????@??????????S??????@?G????????A??????????g???????@??@????O?@?????????@_???????_??G??????????_?_?A?????????O@????????@_?O??????@G?A?????????o?G???????A_??O?????????o?_??????@G??A???????@@???,~?AS`_S?__O@?G?A?@?@??G??_G@?OCO?AG??_??C??@???A???A???@????O???A????_???@????@??O??_?G??G????@?????C?????G??????????????_???????????@??????_??????_?????C??????@??????@???????C??????A???????A???????AG??????@C??????@????????G????????_???????@????????CO???????AG????????_????????C?????????O?????????_???????????????????A?_??????????????????G@????????G?_????????O?_?????????C??????????@??????????@???????????C???????????O???????????_???????????g???????????S???????????P???????????AG????????A????????????C??????????????@?O???????????_G????????????G????????????@?????????????C?????????????G?????_???????G?????O???????C?????C???????C??????_???????_????????_?????????????@??????????????@??????O????????_?????G????????A?????_?????????O????C?????????@?????O?????????A?????_???????????A???_???????????@???O?????????C????????????????_??????????????????_???????????????@??????????????????O????????????????G????????????????G????????????????@?????????????O?????????????????_????????????????A?????G???????????@?????C??????????????C???@??????????????_???G?????????????????CA?????????????????_C??????????????????O??????????????????G???????????????????G??????????????????@?????@????????????CC?????A????????????GG?????A?????????????c?????@?????????????W???@????????????@???????G????????????G????????????????????O???????????????????A?????????????????C??A?????????????????A??C?????????????????????_??G?????????????????C??@????@????????????????O????A????????????????_????A????????????????a????@????????????????P???C?????????????C??C?????_?????????????_??_?????????????????G??????????????????????O????????????????????????@???O???????????????????_??G???G???????????A??_???????@????????????O?C????????C???????????O??????O????G???????????_??????_???CC????????????????G?????GG????????????????C??????O@?????????????????O????A?G????????????????A?
